year_ceremony,female,black,asian,latin_american,non_white,white,total_nominees,male,total_winners,female_winners,black_winners,asian_winners,latin_american_winners,non_white_winners,white_winners,male_winners
1928,8.571428571428571,0.0,0.0,0.0,0.0,100.0,100.0,91.42857142857143,100.0,6.666666666666667,0.0,0.0,0.0,0.0,100.0,93.33333333333334
1929,21.05263157894737,0.0,0.0,0.0,0.0,100.0,100.0,78.94736842105263,99.99999999999999,14.285714285714285,0.0,0.0,0.0,0.0,99.99999999999999,85.71428571428571
1930,19.047619047619047,0.0,0.0,0.0,0.0,100.0,100.0,80.95238095238095,100.0,25.0,0.0,0.0,0.0,0.0,100.0,75.0
1931,11.363636363636363,0.0,0.0,2.272727272727273,2.272727272727273,97.72727272727273,100.0,88.63636363636364,100.0,11.11111111111111,0.0,0.0,0.0,0.0,100.0,88.88888888888889
1932,13.333333333333332,0.0,0.0,0.0,0.0,100.0,100.0,86.66666666666667,99.99999999999999,14.285714285714285,0.0,0.0,0.0,0.0,99.99999999999999,85.71428571428571
1933,9.67741935483871,0.0,0.0,0.0,0.0,100.0,100.0,90.3225806451613,100.0,10.526315789473685,0.0,0.0,0.0,0.0,100.0,89.47368421052632
1935,10.9375,0.0,0.0,0.0,0.0,100.0,100.0,89.0625,99.99999999999999,5.88235294117647,0.0,0.0,0.0,0.0,99.99999999999999,94.11764705882352
1936,11.764705882352942,0.0,1.1764705882352942,0.0,1.1764705882352942,98.82352941176471,100.0,88.23529411764706,100.0,5.555555555555555,0.0,0.0,0.0,0.0,100.0,94.44444444444444
1937,15.887850467289718,0.0,0.9345794392523364,0.0,0.9345794392523364,99.06542056074765,100.0,84.11214953271028,100.0,18.181818181818183,0.0,0.0,0.0,0.0,100.0,81.81818181818181
1938,11.382113821138212,0.0,0.0,0.0,0.0,100.0,100.0,88.6178861788618,100.0,12.0,0.0,0.0,0.0,0.0,100.0,88.0
1939,12.23021582733813,0.0,0.7194244604316548,0.0,0.7194244604316548,99.28057553956835,100.0,87.76978417266187,100.0,16.0,0.0,0.0,0.0,0.0,100.0,84.0
1940,11.18881118881119,0.6993006993006994,0.0,0.0,0.6993006993006994,99.3006993006993,100.0,88.81118881118881,100.0,11.538461538461538,3.846153846153846,0.0,0.0,3.846153846153846,96.15384615384615,88.46153846153845
1941,10.0,0.0,0.625,0.0,0.625,99.375,100.0,90.0,100.0,12.5,0.0,0.0,0.0,0.0,100.0,87.5
1942,9.836065573770492,0.5464480874316939,0.0,0.0,0.5464480874316939,99.4535519125683,100.0,90.1639344262295,99.99999999999999,10.714285714285714,0.0,0.0,0.0,0.0,99.99999999999999,89.28571428571428
1943,9.139784946236558,0.0,0.5376344086021505,1.075268817204301,1.6129032258064515,98.38709677419354,100.0,90.86021505376344,100.0,13.333333333333334,0.0,0.0,0.0,0.0,100.0,86.66666666666667
1944,7.692307692307692,0.0,1.0989010989010988,0.0,1.0989010989010988,98.90109890109889,100.0,92.3076923076923,100.0,7.692307692307692,0.0,0.0,0.0,0.0,100.0,92.3076923076923
1945,11.834319526627219,0.0,0.0,1.183431952662722,1.183431952662722,98.81656804733728,100.0,88.16568047337279,100.0,22.22222222222222,0.0,0.0,3.7037037037037033,3.7037037037037033,96.29629629629629,77.77777777777777
1946,13.125,0.0,0.0,0.0,0.0,100.0,100.0,86.875,99.99999999999999,14.285714285714285,0.0,0.0,0.0,0.0,99.99999999999999,85.71428571428571
1947,15.384615384615383,0.0,0.0,0.0,0.0,100.0,100.0,84.61538461538461,99.99999999999999,14.285714285714285,0.0,0.0,0.0,0.0,99.99999999999999,85.71428571428571
1948,15.238095238095237,0.0,0.0,1.9047619047619047,1.9047619047619047,98.09523809523809,100.0,84.76190476190476,99.99999999999999,7.142857142857142,0.0,0.0,0.0,0.0,99.99999999999999,92.85714285714285
1949,16.513761467889907,0.0,0.0,0.9174311926605504,0.9174311926605504,99.08256880733944,99.99999999999999,83.48623853211008,100.0,15.625,0.0,0.0,0.0,0.0,100.0,84.375
1950,15.178571428571427,0.8928571428571428,0.0,1.7857142857142856,2.6785714285714284,97.32142857142856,99.99999999999999,84.82142857142857,100.0,12.5,0.0,0.0,3.125,3.125,96.875,87.5
1951,16.07142857142857,0.0,0.0,0.8928571428571428,0.8928571428571428,99.10714285714285,99.99999999999999,83.92857142857142,100.0,16.666666666666668,0.0,0.0,3.3333333333333335,3.3333333333333335,96.66666666666667,83.33333333333334
1952,16.10169491525424,0.0,0.0,0.0,0.0,100.0,100.0,83.89830508474577,100.0,13.793103448275863,0.0,0.0,0.0,0.0,100.0,86.20689655172414
1953,18.6046511627907,0.0,0.0,2.3255813953488373,2.3255813953488373,97.67441860465117,100.0,81.3953488372093,100.0,9.09090909090909,0.0,0.0,3.0303030303030303,3.0303030303030303,96.96969696969697,90.9090909090909
1954,16.27906976744186,0.0,0.0,0.0,0.0,100.0,100.0,83.72093023255813,100.0,9.67741935483871,0.0,0.0,0.0,0.0,100.0,90.3225806451613
1955,16.53543307086614,0.7874015748031495,0.7874015748031495,2.3622047244094486,3.937007874015748,96.06299212598425,100.0,83.46456692913385,100.0,12.121212121212121,0.0,3.0303030303030303,3.0303030303030303,6.0606060606060606,93.93939393939394,87.87878787878788
1956,20.491803278688526,1.639344262295082,0.819672131147541,0.0,2.459016393442623,97.54098360655738,100.0,79.50819672131148,100.0,18.51851851851852,3.7037037037037033,3.7037037037037033,0.0,7.4074074074074066,92.59259259259258,81.48148148148148
1957,14.84375,0.0,3.125,0.78125,3.90625,96.09375,100.0,85.15625,100.0,10.0,0.0,3.3333333333333335,3.3333333333333335,6.666666666666667,93.33333333333334,90.0
1958,15.0,0.0,2.0,2.0,4.0,96.0,100.0,85.0,100.0,12.0,0.0,4.0,0.0,4.0,96.0,88.0
1959,13.513513513513512,0.9009009009009008,0.9009009009009008,0.0,1.8018018018018016,98.19819819819818,99.99999999999999,86.48648648648648,100.0,12.0,0.0,0.0,0.0,0.0,100.0,88.0
1960,18.487394957983195,0.8403361344537815,0.0,0.8403361344537815,1.680672268907563,98.31932773109244,100.0,81.51260504201682,99.99999999999999,10.714285714285714,0.0,0.0,0.0,0.0,99.99999999999999,89.28571428571428
1961,17.21311475409836,0.0,0.819672131147541,0.819672131147541,1.639344262295082,98.36065573770492,100.0,82.78688524590164,100.0,13.793103448275863,0.0,0.0,0.0,0.0,100.0,86.20689655172414
1962,12.903225806451614,0.8064516129032259,0.0,1.6129032258064517,2.4193548387096775,97.58064516129032,100.0,87.09677419354838,100.0,13.333333333333334,0.0,0.0,3.3333333333333335,3.3333333333333335,96.66666666666667,86.66666666666667
1963,19.491525423728813,0.0,0.0,0.0,0.0,100.0,100.0,80.5084745762712,100.0,23.076923076923077,0.0,0.0,0.0,0.0,100.0,76.92307692307692
1964,18.548387096774192,0.8064516129032259,0.8064516129032259,0.0,1.6129032258064517,98.38709677419355,100.0,81.45161290322581,100.0,18.51851851851852,3.7037037037037033,3.7037037037037033,0.0,7.4074074074074066,92.59259259259258,81.48148148148148
1965,13.934426229508198,0.819672131147541,0.0,2.459016393442623,3.278688524590164,96.72131147540983,100.0,86.06557377049181,100.0,11.11111111111111,0.0,0.0,0.0,0.0,100.0,88.88888888888889
1966,16.8,0.8,0.8,0.0,1.6,98.4,100.0,83.2,100.0,13.793103448275863,0.0,0.0,0.0,0.0,100.0,86.20689655172414
1967,14.516129032258064,1.6129032258064517,1.6129032258064517,0.0,3.2258064516129035,96.7741935483871,100.0,85.48387096774194,100.0,16.666666666666668,3.3333333333333335,0.0,0.0,3.3333333333333335,96.66666666666667,83.33333333333334
1968,11.926605504587155,2.7522935779816513,0.0,1.8348623853211008,4.587155963302752,95.41284403669724,99.99999999999999,88.07339449541284,100.0,7.692307692307692,0.0,0.0,3.846153846153846,3.846153846153846,96.15384615384615,92.3076923076923
1969,16.666666666666664,0.9259259259259258,0.9259259259259258,0.9259259259259258,2.7777777777777777,97.22222222222221,100.0,83.33333333333333,100.0,23.076923076923077,0.0,0.0,0.0,0.0,100.0,76.92307692307692
1970,19.047619047619047,2.857142857142857,0.9523809523809523,0.0,3.8095238095238093,96.19047619047619,100.0,80.95238095238095,100.0,20.833333333333336,0.0,0.0,0.0,0.0,100.0,79.16666666666667
1971,18.69158878504673,1.8691588785046729,0.9345794392523364,1.8691588785046729,4.672897196261682,95.32710280373831,100.0,81.30841121495327,100.0,11.538461538461538,0.0,0.0,0.0,0.0,100.0,88.46153846153845
1972,16.346153846153847,1.923076923076923,0.9615384615384615,2.8846153846153846,5.769230769230769,94.23076923076923,100.0,83.65384615384615,100.0,17.391304347826086,4.3478260869565215,0.0,8.695652173913043,13.043478260869565,86.95652173913044,82.6086956521739
1973,17.307692307692307,6.730769230769231,0.9615384615384615,0.0,7.692307692307692,92.3076923076923,100.0,82.6923076923077,100.0,20.0,0.0,0.0,0.0,0.0,100.0,80.0
1974,20.388349514563107,0.0,0.0,0.0,0.0,100.0,100.0,79.6116504854369,100.0,20.0,0.0,0.0,0.0,0.0,100.0,80.0
1975,20.5607476635514,1.8691588785046729,0.9345794392523364,0.9345794392523364,3.7383177570093458,96.26168224299064,100.0,79.43925233644859,100.0,16.0,0.0,0.0,0.0,0.0,100.0,84.0
1976,22.429906542056074,0.0,1.8691588785046729,0.0,1.8691588785046729,98.13084112149532,100.0,77.57009345794393,100.0,26.923076923076923,0.0,0.0,0.0,0.0,100.0,73.07692307692308
1977,25.0,0.9615384615384615,0.0,0.9615384615384615,1.923076923076923,98.07692307692308,100.0,75.0,100.0,29.166666666666668,0.0,0.0,0.0,0.0,100.0,70.83333333333334
1978,21.10091743119266,0.0,0.9174311926605504,1.8348623853211008,2.7522935779816513,97.24770642201834,99.99999999999999,78.89908256880733,100.0,18.51851851851852,0.0,0.0,0.0,0.0,100.0,81.48148148148148
1979,19.81132075471698,0.9433962264150942,0.9433962264150942,0.9433962264150942,2.830188679245283,97.16981132075472,100.0,80.18867924528301,100.0,22.22222222222222,0.0,0.0,0.0,0.0,100.0,77.77777777777777
1980,18.918918918918916,0.0,0.0,2.7027027027027026,2.7027027027027026,97.29729729729729,99.99999999999999,81.08108108108108,100.0,11.11111111111111,0.0,0.0,0.0,0.0,100.0,88.88888888888889
1981,18.367346938775512,1.0204081632653061,0.0,2.0408163265306123,3.061224489795918,96.93877551020408,100.0,81.63265306122449,100.0,13.636363636363637,0.0,0.0,0.0,0.0,100.0,86.36363636363636
1982,21.153846153846153,0.9615384615384615,0.0,0.0,0.9615384615384615,99.03846153846153,100.0,78.84615384615384,100.0,23.076923076923077,0.0,0.0,0.0,0.0,100.0,76.92307692307692
1983,22.52252252252252,0.0,1.8018018018018016,0.0,1.8018018018018016,98.19819819819818,99.99999999999999,77.47747747747746,100.0,23.076923076923077,0.0,3.846153846153846,0.0,3.846153846153846,96.15384615384615,76.92307692307692
1984,29.807692307692307,2.8846153846153846,0.0,2.8846153846153846,4.8076923076923075,95.1923076923077,100.0,70.1923076923077,100.0,36.0,4.0,0.0,4.0,4.0,96.0,64.0
1985,26.605504587155963,3.6697247706422016,2.7522935779816513,0.9174311926605504,7.339449541284403,92.66055045871559,99.99999999999999,73.39449541284404,100.0,14.814814814814813,7.4074074074074066,3.7037037037037033,0.0,11.11111111111111,88.88888888888889,85.18518518518518
1986,25.925925925925924,6.481481481481481,2.7777777777777777,3.7037037037037033,12.037037037037036,87.96296296296296,100.0,74.07407407407408,100.0,23.076923076923077,3.846153846153846,3.846153846153846,0.0,7.692307692307692,92.3076923076923,76.92307692307692
1987,29.906542056074766,1.8691588785046729,0.9345794392523364,0.0,2.803738317757009,97.19626168224299,100.0,70.09345794392523,100.0,30.769230769230766,3.846153846153846,0.0,0.0,3.846153846153846,96.15384615384615,69.23076923076923
1988,26.470588235294116,4.901960784313726,1.9607843137254901,0.9803921568627451,7.8431372549019605,92.15686274509804,100.0,73.52941176470588,100.0,25.0,0.0,4.166666666666667,0.0,4.166666666666667,95.83333333333334,75.0
1989,28.30188679245283,1.8867924528301885,0.9433962264150942,1.8867924528301885,4.716981132075471,95.28301886792453,100.0,71.69811320754717,100.0,15.384615384615383,3.846153846153846,0.0,3.846153846153846,7.692307692307692,92.3076923076923,84.61538461538461
1990,22.857142857142858,4.761904761904762,0.9523809523809523,0.0,5.714285714285714,94.28571428571428,100.0,77.14285714285714,100.0,20.0,8.0,4.0,0.0,12.0,88.0,80.0
1991,27.777777777777775,1.8518518518518516,0.0,0.0,1.8518518518518516,98.14814814814814,100.0,72.22222222222221,100.0,26.923076923076923,7.692307692307692,0.0,0.0,7.692307692307692,92.3076923076923,73.07692307692308
1992,28.037383177570092,1.8691588785046729,0.9345794392523364,0.9345794392523364,3.7383177570093458,96.26168224299064,100.0,71.96261682242991,100.0,24.0,0.0,0.0,4.0,4.0,96.0,76.0
1993,32.14285714285714,3.571428571428571,3.571428571428571,0.0,7.142857142857142,92.85714285714285,99.99999999999999,67.85714285714285,100.0,42.30769230769231,0.0,7.692307692307692,0.0,7.692307692307692,92.3076923076923,57.69230769230769
1994,38.532110091743114,3.6697247706422016,1.8348623853211008,0.9174311926605504,6.422018348623853,93.57798165137613,99.99999999999999,61.46788990825688,100.0,36.0,0.0,0.0,0.0,0.0,100.0,64.0
1995,33.92857142857142,3.571428571428571,0.0,0.0,3.571428571428571,96.42857142857142,99.99999999999999,66.07142857142857,100.0,40.74074074074074,3.7037037037037033,0.0,0.0,3.7037037037037033,96.29629629629629,59.25925925925925
1996,25.862068965517242,1.7241379310344829,0.0,1.7241379310344829,3.4482758620689657,96.55172413793105,100.0,74.13793103448276,100.0,22.22222222222222,0.0,0.0,3.7037037037037033,3.7037037037037033,96.29629629629629,77.77777777777777
1997,25.217391304347828,0.8695652173913044,1.7391304347826089,1.7391304347826089,4.347826086956522,95.65217391304348,100.00000000000001,74.78260869565219,100.0,26.923076923076923,0.0,3.846153846153846,0.0,3.846153846153846,96.15384615384615,73.07692307692308
1998,26.956521739130437,1.7391304347826089,1.7391304347826089,0.0,3.4782608695652177,96.5217391304348,100.00000000000001,73.04347826086958,100.0,16.0,0.0,4.0,0.0,4.0,96.0,84.0
1999,33.333333333333336,0.8771929824561404,1.7543859649122808,1.7543859649122808,4.385964912280702,95.6140350877193,100.00000000000001,66.66666666666667,100.0,26.923076923076923,0.0,3.846153846153846,0.0,3.846153846153846,96.15384615384615,73.07692307692308
2000,29.09090909090909,2.727272727272727,1.8181818181818181,0.9090909090909091,5.454545454545454,94.54545454545453,99.99999999999999,70.9090909090909,100.0,24.0,0.0,0.0,0.0,0.0,100.0,76.0
2001,31.19266055045871,0.9174311926605504,6.422018348623853,1.8348623853211008,8.256880733944953,91.74311926605503,99.99999999999999,68.80733944954127,100.0,26.923076923076923,0.0,7.692307692307692,0.0,7.692307692307692,92.3076923076923,73.07692307692308
2002,31.249999999999996,3.571428571428571,0.0,0.8928571428571428,4.4642857142857135,95.53571428571428,99.99999999999999,68.75,100.0,22.22222222222222,11.11111111111111,0.0,3.7037037037037033,14.814814814814813,85.18518518518518,77.77777777777777
2003,26.548672566371685,0.8849557522123894,0.8849557522123894,5.3097345132743365,7.079646017699115,92.9203539823009,100.00000000000001,73.45132743362832,100.0,20.0,0.0,4.0,8.0,12.0,88.0,80.0
2004,33.33333333333333,0.9009009009009008,2.7027027027027026,2.7027027027027026,6.306306306306306,93.69369369369369,99.99999999999999,66.66666666666666,100.0,32.0,0.0,0.0,0.0,0.0,100.0,68.0
2005,30.701754385964914,6.140350877192983,3.5087719298245617,2.6315789473684212,12.280701754385966,87.71929824561404,100.00000000000001,69.2982456140351,100.0,34.61538461538461,7.692307692307692,0.0,3.846153846153846,11.538461538461538,88.46153846153845,65.38461538461539
2006,33.63636363636363,0.9090909090909091,1.8181818181818181,3.6363636363636362,6.363636363636363,93.63636363636363,99.99999999999999,66.36363636363636,100.0,36.0,0.0,4.0,4.0,8.0,92.0,64.0
2007,33.04347826086957,6.086956521739131,2.608695652173913,10.434782608695652,19.1304347826087,80.86956521739131,100.00000000000001,66.95652173913044,100.0,38.46153846153846,7.692307692307692,3.846153846153846,11.538461538461538,23.076923076923077,76.92307692307692,61.53846153846153
2008,34.21052631578948,1.7543859649122808,0.8771929824561404,0.8771929824561404,3.5087719298245617,96.49122807017545,100.00000000000001,65.78947368421053,100.0,44.0,0.0,0.0,0.0,0.0,100.0,56.0
2009,24.107142857142854,2.6785714285714284,3.571428571428571,1.7857142857142856,8.035714285714285,91.96428571428571,99.99999999999999,75.89285714285714,100.0,12.0,4.0,8.0,0.0,12.0,88.0,88.0
2010,32.0,7.2,0.8,1.6,9.6,90.4,100.0,68.0,99.99999999999999,35.71428571428571,10.714285714285714,0.0,3.571428571428571,14.285714285714285,85.71428571428571,64.28571428571428
2011,33.064516129032256,0.0,2.4193548387096775,0.0,2.4193548387096775,97.58064516129032,100.0,66.93548387096774,99.99999999999999,24.999999999999996,0.0,3.571428571428571,0.0,3.571428571428571,96.42857142857142,74.99999999999999
2012,31.147540983606557,4.098360655737705,1.639344262295082,3.278688524590164,8.19672131147541,91.80327868852459,100.0,68.85245901639344,100.0,22.22222222222222,11.11111111111111,3.7037037037037033,0.0,14.814814814814813,85.18518518518518,77.77777777777777
2013,30.952380952380953,2.380952380952381,5.555555555555555,0.7936507936507936,8.73015873015873,91.26984126984127,100.0,69.04761904761905,100.0,27.586206896551726,0.0,3.4482758620689657,3.4482758620689657,6.8965517241379315,93.10344827586208,72.41379310344828
2014,30.158730158730158,5.555555555555555,4.761904761904762,3.9682539682539684,13.492063492063492,86.5079365079365,100.0,69.84126984126983,99.99999999999999,39.285714285714285,10.714285714285714,3.571428571428571,14.285714285714285,24.999999999999996,74.99999999999999,60.71428571428571
2015,32.8,0.8,3.2,2.4,6.4,93.6,100.0,67.2,99.99999999999999,32.14285714285714,0.0,3.571428571428571,7.142857142857142,10.714285714285714,89.28571428571428,67.85714285714285
2016,37.096774193548384,1.6129032258064517,3.2258064516129035,2.4193548387096775,7.258064516129032,92.74193548387098,100.0,62.903225806451616,100.0,48.148148148148145,3.7037037037037033,3.7037037037037033,7.4074074074074066,14.814814814814813,85.18518518518518,51.85185185185185
2017,34.92063492063492,13.492063492063492,2.380952380952381,1.5873015873015872,17.46031746031746,82.53968253968254,100.0,65.07936507936508,99.99999999999999,32.14285714285714,14.285714285714285,0.0,0.0,14.285714285714285,85.71428571428571,67.85714285714285
2018,38.58267716535433,7.874015748031496,3.149606299212598,3.149606299212598,14.173228346456693,85.8267716535433,100.0,61.41732283464567,100.0,24.13793103448276,6.8965517241379315,0.0,6.8965517241379315,13.793103448275863,86.20689655172414,75.86206896551725
2019,40.8,9.6,8.0,8.0,24.0,76.0,100.0,59.2,99.99999999999999,46.42857142857142,21.428571428571427,14.285714285714285,14.285714285714285,46.42857142857142,53.57142857142857,53.57142857142857
2020,43.75,2.34375,4.6875,3.90625,10.9375,89.0625,100.0,56.25,99.99999999999999,39.285714285714285,3.571428571428571,3.571428571428571,3.571428571428571,10.714285714285714,89.28571428571428,60.71428571428571
